SalePrice,MSSubClass,LotFrontage,LotArea,LotConfig,Neighborhood,Condition1,Condition2,YearBuilt,YearRemodAdd,RoofStyle,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,MoSold,YrSold,SaleCondition
130000,20,57,9764,FR2,Sawyer,Feedr,Norm,1967,2003,Gable,None,0,TA,CBlock,192,894,894,0,894,3,1,Gd,5,Attchd,1967,RFn,2,450,5,2008,Normal
140000,80,85,13825,Inside,Sawyer,Norm,Norm,1958,1987,Gable,None,0,TA,CBlock,533,533,1021,580,1601,3,1,TA,6,BuiltIn,1958,RFn,1,300,12,2008,Normal
133700,20,70,7560,Inside,NAmes,Norm,Norm,1959,1959,Gable,None,0,TA,CBlock,671,1040,1040,0,1040,3,1,TA,6,Attchd,1959,RFn,1,286,7,2006,Normal
118400,30,59,8263,Inside,IDOTRR,Norm,Norm,1920,1950,Gable,None,0,TA,BrkTil,1012,1012,1012,0,1012,2,1,TA,6,Detchd,1920,Unf,1,308,5,2007,Normal
212900,20,84,10084,Inside,CollgCr,Norm,Norm,2005,2006,Gable,BrkFace,196,Gd,PConc,1528,1552,1552,0,1552,3,1,Gd,7,Attchd,2005,RFn,3,782,7,2006,Partial
112000,20,NA,8926,Corner,Edwards,Norm,Norm,1956,1956,Gable,None,0,TA,CBlock,672,672,960,0,960,3,1,TA,5,Basment,1956,Unf,1,288,10,2009,Abnorml
118000,20,50,9405,Inside,Edwards,Norm,Norm,1947,2008,Hip,None,0,TA,CBlock,698,698,698,0,698,2,1,TA,4,NA,NA,NA,0,0,6,2009,Normal
163900,80,NA,9125,Inside,Gilbert,Norm,Norm,1992,1992,Gable,BrkFace,170,TA,PConc,384,384,812,670,1482,3,1,Gd,7,Attchd,1992,Fin,2,392,7,2007,Normal
115000,20,60,10434,Inside,NAmes,Norm,Norm,1955,1955,Gable,None,0,TA,CBlock,1005,1005,1005,0,1005,2,1,Fa,5,Detchd,1977,Unf,2,672,11,2009,Normal
174000,120,53,3684,Inside,Blmngtn,Norm,Norm,2007,2007,Hip,BrkFace,130,Gd,PConc,1373,1373,1555,0,1555,2,1,Gd,7,Attchd,2007,Fin,3,660,6,2009,Normal
259000,20,182,14572,Corner,Gilbert,Norm,Norm,2004,2004,Hip,None,0,Gd,PConc,230,1530,1530,0,1530,3,1,Gd,7,Attchd,2004,Fin,3,630,11,2007,Family
215000,60,59,11796,Inside,Gilbert,Norm,Norm,2004,2005,Gable,None,0,Gd,PConc,847,847,847,1112,1959,4,1,Gd,8,BuiltIn,2004,Fin,2,434,7,2007,Normal
140000,90,60,7200,Inside,OldTown,Norm,Norm,1980,1980,Gable,BrkFace,180,TA,CBlock,0,936,936,0,936,2,1,TA,4,Detchd,1980,Unf,2,672,8,2007,Normal
135000,50,65,7804,Inside,SWISU,Norm,Norm,1928,1950,Gable,None,0,TA,BrkTil,500,1122,1328,653,1981,4,1,Gd,7,Detchd,1981,Unf,2,576,12,2009,Normal
93500,20,63,10712,Inside,Mitchel,Norm,Norm,1991,1992,Gable,None,0,TA,PConc,762,974,974,0,974,3,1,TA,5,NA,NA,NA,0,0,9,2007,Abnorml
117500,70,90,9900,Inside,OldTown,Norm,Norm,1880,1950,Gable,None,0,TA,BrkTil,1008,1008,1178,1032,2210,5,1,Fa,8,Detchd,1930,Unf,1,205,5,2007,Normal
239500,60,80,9828,Inside,SawyerW,Norm,Norm,1995,1995,Gable,None,0,Gd,PConc,544,1128,1142,878,2020,3,1,Gd,8,Attchd,1995,RFn,2,466,6,2009,Normal
169000,60,57,8773,Inside,Gilbert,Norm,Norm,1997,1997,Gable,None,0,TA,PConc,916,916,916,684,1600,3,1,TA,7,Attchd,1997,Fin,2,460,8,2007,Normal
102000,30,60,6180,Corner,BrkSide,Norm,Norm,1926,1950,Gable,None,0,TA,BrkTil,960,960,986,0,986,2,1,TA,5,Detchd,1926,Unf,1,180,5,2007,Normal
119000,50,80,9600,Inside,NAmes,Norm,Norm,1950,1950,Gable,None,0,TA,CBlock,752,1032,1032,220,1252,3,1,TA,6,Attchd,1950,Unf,1,288,4,2008,Abnorml
94000,50,54,6342,Inside,Sawyer,Feedr,Norm,1875,1996,Gable,None,0,TA,CBlock,780,780,780,240,1020,2,1,TA,6,NA,NA,NA,0,0,5,2010,Normal
196000,20,NA,9819,Inside,Mitchel,Norm,Norm,1977,1977,Gable,None,0,TA,PConc,0,1567,1567,0,1567,2,1,Gd,5,Attchd,1977,RFn,2,714,5,2009,Normal
144000,30,98,8731,Inside,BrkSide,Norm,Norm,1920,1950,Gable,None,0,TA,BrkTil,270,915,1167,0,1167,3,1,TA,6,Detchd,1972,Unf,2,495,5,2007,Normal
139000,20,60,7350,Corner,NAmes,Norm,Norm,1951,1951,Gable,None,0,TA,CBlock,100,952,952,0,952,2,1,TA,4,Detchd,1988,Unf,2,840,6,2008,Abnorml
197500,60,NA,10304,CulDSac,NWAmes,PosN,Norm,1976,1976,Gable,BrkFace,44,TA,CBlock,399,780,1088,780,1868,4,1,Gd,9,Attchd,1976,Unf,2,484,10,2009,Normal
424870,60,77,9965,Inside,CollgCr,Norm,Norm,2006,2007,Hip,Stone,340,Gd,PConc,316,1466,1466,1362,2828,4,1,Gd,11,BuiltIn,2006,RFn,3,1052,4,2007,Partial
80000,20,NA,9000,Inside,Sawyer,Norm,Norm,1959,1959,Gable,None,0,TA,CBlock,718,1006,1006,0,1006,3,1,TA,5,NA,NA,NA,0,0,7,2008,Normal
80000,190,60,12180,Inside,Edwards,Norm,Norm,1941,1950,Gable,None,0,TA,BrkTil,324,672,672,252,924,2,1,Fa,5,Detchd,1941,Unf,1,280,7,2010,Normal
149000,50,52,6240,Inside,BrkSide,Norm,Norm,1928,1950,Gable,None,0,TA,BrkTil,1042,1042,1042,534,1576,3,1,TA,8,Detchd,1928,Unf,1,225,8,2006,Family
180000,20,NA,11200,Inside,SawyerW,Norm,Norm,1985,1985,Gable,BrkFace,85,Gd,CBlock,40,1298,1298,0,1298,3,1,Gd,5,Attchd,1985,Unf,2,403,5,2006,Normal
174500,70,75,12000,Inside,Crawfor,Norm,Norm,1941,1950,Gable,None,0,TA,CBlock,429,704,860,704,1564,3,1,Fa,7,Attchd,1941,Unf,1,234,7,2009,Normal
116900,50,NA,5700,Inside,OldTown,Norm,Norm,1926,1950,Gable,None,0,TA,PConc,572,572,572,539,1111,2,1,TA,5,Detchd,1982,Unf,1,288,8,2008,Normal
143000,70,50,9000,Inside,OldTown,Artery,Norm,1920,1988,Hip,None,0,TA,PConc,26,650,832,650,1482,3,1,TA,7,Detchd,1930,Unf,2,324,7,2009,Normal
124000,20,57,8280,Inside,NAmes,Norm,Norm,1950,1950,Gable,None,0,TA,CBlock,932,932,932,0,932,2,1,Gd,4,Attchd,1950,Unf,1,306,11,2007,Normal
149900,20,134,17755,Inside,Edwards,Norm,Norm,1959,1959,Gable,BrkFace,132,TA,CBlock,1290,1466,1466,0,1466,3,1,Fa,6,Attchd,1959,Fin,2,528,11,2006,Normal
230000,20,90,14115,Inside,Crawfor,Norm,Norm,1956,2004,Gable,None,0,TA,PConc,230,1073,1811,0,1811,2,1,Ex,6,Attchd,1956,Fin,2,470,7,2006,Abnorml
120500,30,NA,5890,Corner,IDOTRR,Norm,Norm,1930,2007,Gable,None,0,Gd,BrkTil,278,816,816,0,816,2,1,TA,5,Detchd,2002,Unf,1,432,6,2008,Normal
201800,60,NA,13700,Inside,NAmes,Norm,Norm,1965,1988,Gable,Stone,288,TA,CBlock,410,864,902,918,1820,4,1,Gd,8,Attchd,1965,Unf,2,492,5,2008,Normal
218000,20,90,10768,Corner,Veenker,Norm,Norm,1976,2004,Gable,None,0,Gd,CBlock,280,1437,1437,0,1437,3,1,Gd,6,Attchd,1976,RFn,2,528,7,2007,Normal
179900,80,85,9350,Inside,NAmes,Norm,Norm,1965,1999,Gable,None,0,TA,PConc,586,1219,1265,0,1265,3,1,Gd,6,Attchd,1965,RFn,2,502,10,2008,Normal
230000,120,34,5001,Inside,NridgHt,Norm,Norm,2007,2008,Gable,Stone,166,Gd,PConc,410,1314,1314,0,1314,2,1,Gd,6,Attchd,2008,RFn,2,626,7,2009,Normal
235128,20,92,11932,FR2,Somerst,Feedr,Norm,2007,2008,Gable,Stone,186,Gd,PConc,1580,1580,1580,0,1580,3,1,Gd,7,Attchd,2008,RFn,3,830,6,2008,Partial
185000,60,76,9120,Inside,NWAmes,Norm,Norm,1974,1974,Hip,BrkFace,270,Gd,CBlock,459,901,943,933,1876,4,1,Gd,8,Attchd,1974,RFn,2,540,7,2008,Normal
146000,160,24,2280,Inside,NPkVill,Norm,Norm,1978,1978,Gable,None,0,TA,CBlock,544,855,855,601,1456,3,1,TA,7,Attchd,1978,Unf,2,440,7,2010,Normal
224000,20,NA,14778,CulDSac,Crawfor,PosN,Norm,1954,2006,Hip,BrkFace,72,Gd,CBlock,568,1296,1640,0,1640,3,1,Gd,7,Detchd,1993,Unf,2,924,11,2008,Normal
129000,20,109,8724,Inside,Sawyer,Norm,Norm,1968,1968,Gable,None,0,TA,CBlock,402,894,894,0,894,3,1,TA,5,Attchd,1968,Fin,2,450,5,2007,Normal
108959,90,60,12900,Inside,Sawyer,Feedr,Norm,1969,1969,Gable,None,0,TA,CBlock,0,1198,1258,0,1258,0,2,TA,6,CarPort,1969,Unf,2,400,1,2008,Alloca
194000,80,NA,16157,FR2,Veenker,Feedr,Norm,1978,1978,Gable,None,0,TA,PConc,289,1360,1432,0,1432,2,1,Gd,5,Attchd,1978,Unf,2,588,6,2007,Normal
233170,20,79,9541,Inside,NridgHt,Norm,Norm,2009,2009,Gable,Stone,268,Gd,PConc,1502,1502,1502,0,1502,3,1,Gd,7,Attchd,2009,RFn,2,644,9,2009,Partial
245350,20,64,10475,Corner,CollgCr,Norm,Norm,2008,2008,Gable,Stone,72,Gd,PConc,1694,1694,1694,0,1694,3,1,Gd,7,Attchd,2008,RFn,3,776,2,2010,Normal
173000,60,58,10852,Inside,Gilbert,RRAn,Norm,2000,2000,Gable,None,0,TA,PConc,173,959,959,712,1671,3,1,TA,7,Attchd,2000,Fin,2,472,2,2006,Normal
235000,70,120,13728,Corner,Edwards,Norm,Norm,1935,1986,Hip,None,0,TA,CBlock,501,1127,1236,872,2108,4,1,Gd,7,Basment,1935,Unf,2,540,7,2008,Normal
625000,60,118,35760,CulDSac,NoRidge,Norm,Norm,1995,1996,Hip,BrkFace,1378,Gd,PConc,543,1930,1831,1796,3627,4,1,Gd,10,Attchd,1995,Fin,3,807,7,2006,Normal
171000,80,76,9880,Inside,Mitchel,Norm,Norm,1977,1977,Gable,None,0,TA,CBlock,574,1096,1118,0,1118,3,1,TA,6,Attchd,1977,Fin,1,358,7,2008,Normal
163000,20,76,9120,Inside,NAmes,Norm,Norm,1958,1958,Hip,None,0,TA,CBlock,599,1261,1261,0,1261,3,1,TA,6,Attchd,1958,RFn,2,433,11,2008,Normal
171900,160,35,4017,Inside,Somerst,Norm,Norm,2006,2007,Gable,None,0,Gd,PConc,625,625,625,625,1250,2,1,Gd,5,Detchd,2006,Fin,2,625,3,2008,Normal
200500,50,138,18030,Inside,ClearCr,Norm,Norm,1946,1994,Gable,None,0,TA,CBlock,977,1598,1636,971,3086,3,1,Ex,12,NA,NA,NA,0,0,3,2007,Normal
239000,70,80,16560,Inside,Crawfor,Norm,Norm,1932,1950,Gable,None,0,TA,BrkTil,449,952,1170,1175,2345,4,1,TA,9,Detchd,1932,Unf,2,360,7,2006,Normal
285000,50,85,10678,Inside,NoRidge,Norm,Norm,1992,2000,Hip,BrkFace,337,Gd,PConc,983,1683,2129,743,2872,4,1,Gd,9,Attchd,1992,Fin,2,541,4,2007,Normal
119500,20,37,6951,CulDSac,Mitchel,Norm,Norm,1984,1985,Gable,None,0,TA,CBlock,218,876,923,0,923,3,1,TA,5,Attchd,1984,Unf,1,264,10,2008,Normal
115000,50,NA,3950,Inside,OldTown,Artery,Norm,1926,2004,Gable,None,0,TA,CBlock,350,818,818,406,1224,3,1,TA,5,Detchd,1926,Unf,1,210,12,2009,Normal
154900,50,54,7681,FR2,Crawfor,Norm,Norm,1921,1950,Gable,None,0,TA,BrkTil,731,731,820,523,1343,3,1,TA,7,Detchd,1921,Unf,1,186,7,2009,Normal
93000,20,77,8335,Corner,Edwards,Norm,Norm,1954,1954,Gable,None,0,TA,Slab,0,0,1124,0,1124,3,1,TA,5,NA,NA,NA,0,0,4,2006,Normal
250000,60,NA,11170,Corner,Timber,Norm,Norm,1990,1991,Gable,None,0,TA,Wood,0,1216,1298,1216,2514,4,1,TA,8,Attchd,1990,Fin,2,693,4,2006,Normal
392500,120,64,5587,Inside,Crawfor,Norm,Norm,2008,2008,Hip,Stone,186,Ex,PConc,120,1600,1652,0,1652,2,1,Gd,5,Attchd,2008,Fin,2,482,11,2008,Partial
745000,60,160,15623,Corner,NoRidge,Norm,Norm,1996,1996,Hip,None,0,Gd,PConc,300,2396,2411,2065,4476,4,1,Ex,10,Attchd,1996,Fin,3,813,7,2007,Abnorml
120000,30,60,10800,Inside,OldTown,Norm,Norm,1920,1950,Hip,None,0,TA,BrkTil,299,1120,1130,0,1130,2,1,TA,5,Detchd,1970,Unf,2,720,6,2006,Normal
186700,20,50,35133,Inside,Timber,Norm,Norm,1963,1963,Hip,BrkFace,226,TA,CBlock,413,1572,1572,0,1572,3,1,TA,5,2Types,1963,RFn,3,995,5,2007,Normal
104900,50,60,9738,Inside,Edwards,Norm,Norm,1924,1950,Gable,None,0,TA,BrkTil,392,784,949,272,1221,4,1,TA,7,Attchd,1965,Unf,1,392,3,2006,Normal
95000,190,107,10615,Corner,OldTown,Artery,Artery,1900,1970,Gable,None,0,TA,CBlock,538,978,1014,685,1699,3,2,TA,7,CarPort,1920,Unf,2,420,8,2009,Abnorml
262000,20,89,12461,Corner,NoRidge,Norm,Norm,1994,1995,Gable,None,0,Gd,PConc,168,1624,1624,0,1624,2,1,Gd,5,Attchd,1994,RFn,3,757,7,2006,Normal
195000,60,68,8935,Inside,CollgCr,Norm,Norm,2002,2002,Gable,BrkFace,95,Gd,PConc,831,831,831,829,1660,3,1,Gd,7,Attchd,2002,RFn,2,493,7,2009,Normal
189000,60,60,7500,Inside,Gilbert,Norm,Norm,1999,1999,Gable,None,0,TA,PConc,994,994,1028,776,1804,3,1,Gd,7,Attchd,1999,Fin,2,442,6,2010,Normal
168000,190,NA,32463,Inside,Mitchel,Norm,Norm,1961,1975,Gable,Stone,149,TA,CBlock,90,1249,1622,0,1622,3,1,TA,7,2Types,1975,Fin,4,1356,3,2007,Normal
174000,160,24,2645,Inside,Somerst,Norm,Norm,1999,2000,Gable,BrkFace,456,Gd,PConc,776,776,764,677,1441,2,1,Gd,5,Detchd,1999,Unf,2,492,11,2007,Normal
125000,50,60,9600,Inside,OldTown,Norm,Norm,1925,1994,Gambrel,None,0,TA,PConc,702,702,842,630,1472,3,1,Gd,6,Detchd,1925,Unf,1,250,7,2007,Normal
165000,120,NA,4500,FR2,Mitchel,Norm,Norm,1999,1999,Hip,BrkFace,425,TA,PConc,341,1224,1224,0,1224,2,1,TA,5,Attchd,1999,Fin,2,402,6,2009,Normal
158000,60,80,9364,Corner,Sawyer,Norm,Norm,1969,1969,Gable,Stone,143,TA,CBlock,292,663,663,689,1352,4,1,TA,7,Attchd,1969,Fin,1,299,3,2010,Normal
176000,60,51,8029,Inside,Gilbert,Norm,Norm,2005,2005,Gable,None,0,TA,PConc,728,728,728,728,1456,3,1,Gd,8,Attchd,2005,Fin,2,400,7,2008,Normal
219210,60,58,14054,Inside,Gilbert,Norm,Norm,2006,2006,Gable,None,0,Gd,PConc,879,879,879,984,1863,4,1,Gd,9,BuiltIn,2006,Fin,3,660,11,2006,Partial
144000,75,65,8850,Corner,OldTown,Norm,Norm,1916,1950,Gable,None,0,TA,BrkTil,815,815,815,875,1690,3,1,TA,7,Detchd,1916,Unf,1,225,7,2006,Normal
178000,20,70,9100,Inside,CollgCr,Norm,Norm,2001,2001,Gable,None,0,Gd,PConc,1212,1212,1212,0,1212,3,1,Gd,6,Attchd,2001,RFn,2,573,6,2009,Normal
148000,20,75,11235,Inside,Sawyer,Norm,Norm,1963,1979,Gable,BrkFace,51,TA,CBlock,504,1051,1382,0,1382,3,1,TA,6,Attchd,1974,Unf,2,459,10,2006,Normal
116050,20,71,9353,Inside,NAmes,Norm,Norm,1970,1970,Gable,None,0,TA,CBlock,864,864,864,0,864,3,1,TA,5,Attchd,1972,Unf,1,280,7,2006,Abnorml
197900,60,80,10400,Corner,CollgCr,Norm,Norm,1998,1998,Gable,None,0,TA,PConc,866,866,866,913,1779,3,1,Gd,6,Attchd,1998,RFn,2,546,3,2009,Normal
117000,50,50,6000,Corner,BrkSide,Norm,Norm,1925,1997,Gable,None,0,TA,BrkTil,884,884,884,464,1348,3,1,TA,5,Detchd,1960,Unf,1,216,5,2009,Normal
213000,20,75,9750,Inside,CollgCr,Norm,Norm,2000,2001,Gable,BrkFace,171,Gd,PConc,1630,1630,1630,0,1630,3,1,Gd,6,Attchd,2000,Unf,2,451,10,2009,Normal
153500,20,78,10140,Inside,NWAmes,Norm,Norm,1975,1975,Gable,None,0,TA,CBlock,268,1056,1074,0,1074,3,1,TA,6,Attchd,1975,RFn,2,495,7,2006,Normal
271900,20,90,14684,CulDSac,SawyerW,Norm,Norm,1990,1991,Hip,BrkFace,234,Gd,CBlock,1496,2158,2196,0,2196,3,1,Gd,7,Attchd,1990,RFn,3,701,6,2009,Normal
107000,20,NA,8900,Inside,SawyerW,Norm,Norm,1966,1966,Gable,None,0,TA,CBlock,0,1056,1056,0,1056,2,1,TA,5,Detchd,1966,Unf,1,384,11,2006,Normal
200000,20,70,9135,Inside,CollgCr,Norm,Norm,2003,2003,Gable,BrkFace,120,Gd,PConc,1342,1682,1700,0,1700,3,1,Gd,7,Attchd,2003,RFn,2,544,5,2006,Normal
140000,20,70,7763,Inside,NAmes,Norm,Norm,1962,1980,Gable,None,0,TA,CBlock,319,931,1283,0,1283,3,1,TA,6,Detchd,1980,Unf,2,506,10,2008,Normal
290000,20,85,10182,CulDSac,Somerst,RRNn,Norm,2006,2006,Hip,Stone,420,Gd,PConc,440,1660,1660,0,1660,3,1,Gd,8,Attchd,2006,RFn,2,500,5,2006,Partial
189000,60,70,11218,Inside,SawyerW,Norm,Norm,1992,1992,Gable,None,0,Gd,PConc,1055,1055,1055,790,1845,3,1,Gd,8,Attchd,1992,RFn,2,462,5,2010,Normal
164000,50,152,12134,Inside,Gilbert,Norm,Norm,1988,2005,Gable,None,0,Gd,Wood,132,559,1080,672,1752,4,1,TA,8,Basment,1988,RFn,2,492,6,2010,Normal
113000,30,50,9340,Inside,Edwards,Norm,Norm,1941,1950,Hip,None,0,TA,CBlock,328,672,672,0,672,2,1,TA,4,Attchd,1941,Unf,1,234,8,2009,Normal
145000,80,NA,10246,CulDSac,Sawyer,Norm,Norm,1965,2001,Gable,None,0,TA,CBlock,0,648,960,0,960,0,1,TA,3,Attchd,1965,Unf,1,364,5,2006,Normal
134500,85,69,10205,Inside,NAmes,Norm,Norm,1962,1962,Gable,None,0,TA,CBlock,141,925,999,0,999,3,1,TA,6,Attchd,1962,Unf,1,300,5,2006,Normal
125000,20,99,7094,Inside,Sawyer,Norm,Norm,1966,1966,Gable,None,0,TA,CBlock,340,894,894,0,894,3,1,TA,5,Detchd,1966,RFn,1,384,5,2007,Normal
112000,90,68,8930,Inside,Sawyer,RRAe,Norm,1978,1978,Gable,None,0,TA,Slab,0,0,1318,584,1902,4,2,TA,8,Attchd,1978,Unf,2,539,4,2010,Normal
229456,20,72,8640,Inside,Somerst,Norm,Norm,2009,2009,Gable,Stone,72,Gd,PConc,364,1300,1314,0,1314,3,1,Gd,6,Attchd,2009,RFn,2,552,9,2009,Partial
80500,50,52,6240,Inside,BrkSide,Norm,Norm,1947,1950,Gable,None,0,TA,Slab,0,0,672,240,912,2,1,TA,3,NA,NA,NA,0,0,7,2006,Normal
91500,160,21,1680,Inside,BrDale,Norm,Norm,1971,1971,Gable,BrkFace,236,TA,CBlock,672,672,672,546,1218,3,1,TA,7,NA,NA,NA,0,0,4,2006,Abnorml
115000,20,66,7800,Inside,NAmes,Norm,Norm,1964,1964,Gable,None,0,TA,CBlock,0,912,912,0,912,2,1,TA,5,Attchd,1964,Unf,1,288,11,2006,Abnorml
134000,20,55,8250,Inside,Sawyer,Feedr,Norm,1968,1968,Hip,None,0,TA,CBlock,210,952,1211,0,1211,3,1,TA,5,Attchd,1968,Unf,1,322,8,2008,Normal
143000,50,78,10496,Inside,NAmes,Artery,Norm,1949,1950,Gable,BrkFace,320,TA,CBlock,844,1040,1168,678,1846,3,1,TA,7,Attchd,1949,Unf,1,315,1,2007,Normal
137900,20,89,10680,Inside,NAmes,Norm,Norm,1951,1951,Hip,BrkFace,44,TA,CBlock,1380,2136,2136,0,2136,4,1,TA,7,Detchd,1951,Unf,2,528,10,2006,Normal
184000,60,60,15384,Inside,Gilbert,RRAn,Norm,2004,2005,Gable,None,0,Gd,PConc,64,788,788,702,1490,3,1,Gd,8,Attchd,2004,Fin,2,388,2,2008,Normal
145000,80,65,10482,Inside,NAmes,Norm,Norm,1958,1958,Hip,BrkFace,63,TA,CBlock,81,588,1138,0,1138,3,1,TA,6,Attchd,1958,RFn,1,264,6,2007,Normal
214000,60,86,14598,CulDSac,Somerst,Feedr,Norm,2007,2007,Gable,Stone,74,Gd,PConc,894,894,894,1039,1933,4,1,Gd,9,BuiltIn,2007,Fin,3,668,1,2008,Normal
147000,20,72,8872,Corner,NAmes,Norm,Norm,1965,2008,Gable,BrkFace,300,TA,CBlock,317,912,912,0,912,2,1,Gd,5,Detchd,1992,Unf,2,576,12,2008,Normal
367294,120,65,8769,Corner,NridgHt,Norm,Norm,2008,2008,Hip,BrkFace,766,Ex,PConc,162,1702,1702,0,1702,1,1,Ex,7,Attchd,2008,Fin,3,1052,10,2008,Partial
127000,80,70,7910,Inside,NAmes,Norm,Norm,1960,1960,Hip,None,0,TA,CBlock,409,1075,1507,0,1507,4,1,TA,7,Basment,1960,Unf,1,404,8,2008,Normal
190000,90,NA,18890,Inside,Sawyer,Feedr,RRAe,1977,1977,Shed,None,1,TA,CBlock,652,1361,1361,1259,2620,4,2,TA,12,BuiltIn,1977,RFn,2,600,8,2007,Normal
132500,90,70,7728,Inside,NAmes,Norm,Norm,1962,1962,Hip,BrkFace,120,TA,CBlock,303,1106,1190,0,1190,3,1,TA,6,Attchd,1962,Unf,2,540,5,2006,Normal
101800,90,70,9842,FR2,NAmes,Norm,Norm,1962,1962,Gable,None,0,TA,Slab,0,0,1224,0,1224,2,2,TA,6,CarPort,1962,Unf,2,462,3,2007,Normal
142000,20,NA,12160,Inside,NAmes,Norm,Norm,1959,1959,Hip,BrkFace,180,TA,CBlock,188,1188,1188,0,1188,3,1,TA,6,Attchd,1959,RFn,2,531,5,2010,Abnorml
130000,70,55,8525,Inside,SWISU,Norm,Norm,1911,1950,Gable,None,0,TA,PConc,940,940,1024,940,1964,4,1,TA,7,NA,NA,NA,0,0,11,2008,Abnorml
138887,70,96,13132,Inside,Crawfor,Norm,Norm,1914,1950,Gable,None,0,TA,BrkTil,747,747,892,892,1784,4,1,TA,9,Detchd,1914,Unf,1,180,7,2006,Normal
175500,160,36,2628,Inside,NridgHt,Norm,Norm,2003,2003,Gable,Stone,106,Gd,PConc,764,764,764,862,1626,2,1,Gd,6,BuiltIn,2003,RFn,2,474,6,2010,Normal
195000,60,41,12393,FR2,CollgCr,Norm,Norm,2004,2005,Gable,None,0,Gd,PConc,847,847,847,1101,1948,4,1,Gd,8,BuiltIn,2004,Fin,2,434,9,2006,Normal
142500,20,63,13072,Inside,SawyerW,RRAe,Norm,2005,2005,Gable,None,0,Gd,PConc,1141,1141,1141,0,1141,3,1,TA,6,Detchd,2005,Unf,2,484,3,2006,Abnorml
265900,20,64,9037,Inside,Timber,Norm,Norm,2006,2006,Hip,BrkFace,32,Gd,PConc,1048,1476,1484,0,1484,2,1,Ex,6,Attchd,2006,RFn,2,472,12,2007,Normal
224900,60,65,8158,Inside,CollgCr,Norm,Norm,2003,2003,Gable,BrkFace,252,Gd,PConc,334,884,884,884,1768,3,1,Gd,8,Attchd,2003,RFn,2,543,7,2008,Normal
248328,20,83,9849,Inside,Somerst,Norm,Norm,2007,2007,Hip,Stone,0,Gd,PConc,1689,1689,1689,0,1689,3,1,Gd,7,Attchd,2007,RFn,3,954,6,2007,Partial
170000,85,85,10625,Inside,NWAmes,Norm,Norm,1974,1974,Gable,BrkFace,81,TA,CBlock,0,1053,1173,0,1173,3,1,Gd,6,Attchd,1974,RFn,2,528,1,2010,Family
465000,20,107,13891,Inside,NridgHt,Norm,Norm,2006,2006,Gable,NA,NA,Ex,PConc,690,2076,2076,0,2076,2,1,Ex,7,Attchd,2006,Fin,3,850,9,2006,Partial
230000,70,NA,11435,Corner,Crawfor,Norm,Norm,1929,1950,Gable,None,0,TA,PConc,792,792,792,725,1517,3,1,Gd,7,Detchd,1931,Unf,2,400,6,2006,Normal
178000,80,78,12090,Inside,NWAmes,Norm,Norm,1984,2003,Hip,BrkFace,74,TA,CBlock,585,585,1140,728,1868,3,1,TA,7,BuiltIn,1984,Fin,2,477,1,2007,Abnorml
186500,60,65,8125,Inside,Somerst,Norm,Norm,2005,2006,Gable,None,0,Gd,PConc,756,756,756,797,1553,3,1,Gd,6,Attchd,2005,RFn,2,615,3,2006,Partial
169900,80,NA,12328,Inside,Mitchel,Norm,Norm,1976,1976,Gable,BrkFace,335,TA,CBlock,473,1012,1034,0,1034,3,1,TA,6,Attchd,1976,Unf,3,888,5,2010,Normal
129500,75,60,9600,Inside,OldTown,Norm,Norm,1917,1950,Gable,None,0,TA,BrkTil,416,735,1134,924,2058,3,1,TA,8,Detchd,1950,Unf,2,396,4,2008,Normal
119000,20,60,7200,Inside,NAmes,Norm,Norm,1950,1950,Gable,None,0,TA,CBlock,246,876,988,0,988,3,1,TA,6,Attchd,1950,Unf,1,276,5,2007,Normal
244000,20,93,11160,Corner,NAmes,Norm,Norm,1968,1968,Hip,None,0,Gd,CBlock,1045,2110,2110,0,2110,3,1,Ex,8,Attchd,1968,Fin,2,522,4,2010,Normal
171750,120,NA,3136,Corner,NridgHt,Norm,Norm,2003,2003,Gable,Stone,163,Gd,PConc,1405,1405,1405,0,1405,2,1,Gd,6,Attchd,2003,RFn,2,478,3,2006,Normal
130000,20,62,9858,Inside,Mitchel,Norm,Norm,1968,1968,Gable,None,0,TA,CBlock,354,864,874,0,874,3,1,TA,5,Attchd,1968,RFn,1,288,11,2009,Normal
294000,60,NA,17542,Inside,Veenker,Norm,Norm,1974,2003,Gable,None,0,Gd,CBlock,36,1192,1516,651,2167,3,1,Gd,9,Attchd,1974,RFn,2,518,7,2007,Normal
165400,60,60,6931,Inside,Edwards,Norm,Norm,2003,2004,Gable,Stone,92,Gd,PConc,746,746,760,896,1656,3,1,Gd,7,BuiltIn,2003,Fin,2,397,7,2008,Normal
127500,50,52,6240,Inside,BrkSide,Norm,Norm,1931,1950,Gable,None,0,TA,BrkTil,459,884,959,408,1367,3,1,TA,6,Detchd,1978,Unf,1,560,11,2007,Normal
301500,20,91,14303,Corner,NoRidge,Norm,Norm,1994,1994,Hip,BrkFace,554,Gd,PConc,672,1986,1987,0,1987,2,1,Gd,7,Attchd,1994,Fin,2,691,8,2008,Normal
